rank,name,url,age,height,roles,titles,aliases
429,Salma Hayek,https://pro.imdb.com/name/nm0000161/graph?ref_=nm_mtr,51,5' 2",Actress|Producer|Soundtrack,Frida|Desperado|Wild Wild West,Salma Hayek-Pinault|Hayek|Salma Hayek Pinault
430,Reese Witherspoon,https://pro.imdb.com/name/nm0000702/graph?ref_=nm_mtr,42,5' 1½",Actress|Producer|Soundtrack,Wild|Legally Blonde|Election,Reese|Riz Uizerspun
431,Marie Avgeropoulos,https://pro.imdb.com/name/nm2955595/graph?ref_=nm_mtr,31,5' 5",Actress|Stunts,Tracers|Hunt to Kill|50/50,
432,Christina Ochoa,https://pro.imdb.com/name/nm3079593/graph?ref_=nm_mtr,,5' 10",Actress|Writer|Producer,Animal Kingdom|Blood Drive|A Million Little Things,Christina Ochoa Lopez|Christina Ochoa-Lopez
433,Daniel Craig,https://pro.imdb.com/name/nm0185819/graph?ref_=nm_mtr,50,5' 10",Actor|Producer|Soundtrack,Casino Royale|Skyfall|Spectre,
434,Sarah Paulson,https://pro.imdb.com/name/nm0005299/graph?ref_=nm_mtr,43,5' 6",Actress|Soundtrack|Producer,12 Years a Slave|Carol|Martha Marcy May Marlene,
435,Kate McKinnon,https://pro.imdb.com/name/nm0571952/graph?ref_=nm_mtr,34,5' 3½",Actress|Soundtrack|Writer,Ghostbusters|Saturday Night Live|Rough Night,
436,Sean Connery,https://pro.imdb.com/name/nm0000125/graph?ref_=nm_mtr,87,6' 2",Actor|Producer|Soundtrack,The Rock|The Untouchables|Goldfinger,Sir Sean Connery|Big Tam
437,Gary Oldman,https://pro.imdb.com/name/nm0000198/graph?ref_=nm_mtr,60,5' 8½",Actor|Soundtrack|Producer,Tinker Tailor Soldier Spy|Darkest Hour|The Dark Knight,Maurice Escargot|Gary von Oldman|Gaz
438,Dylan O'Brien,https://pro.imdb.com/name/nm3729721/graph?ref_=nm_mtr,26,5' 11",Actor,Teen Wolf|The Maze Runner|Maze Runner: The Scorch Trials,
439,Monica Bellucci,https://pro.imdb.com/name/nm0000899/graph?ref_=nm_mtr,53,5' 7½",Actress|Soundtrack,Malèna|The Matrix Reloaded|Brotherhood of the Wolf,Bellucci|visitor of Bianca
440,Vin Diesel,https://pro.imdb.com/name/nm0004874/graph?ref_=nm_mtr,50,5' 11¾",Actor|Producer|Director,Guardians of the Galaxy|The Fast and the Furious|Furious 7,Groot|Mark Vincent
441,Kirsten Dunst,https://pro.imdb.com/name/nm0000379/graph?ref_=nm_mtr,36,5' 6",Actress|Producer|Director,Spider-Man|Melancholia|Interview with the Vampire: The Vampire Chronicles,Kiki
442,Vincent D'Onofrio,https://pro.imdb.com/name/nm0000352/graph?ref_=nm_mtr,58,6' 4",Actor|Producer|Soundtrack,Men in Black|Full Metal Jacket|Jurassic World,Vincent Philip D'Onofrio|Vincent Phillip D'Onofrio|Vin D'Onofrio
443,Mel Gibson,https://pro.imdb.com/name/nm0000154/graph?ref_=nm_mtr,62,5' 9¾",Actor|Producer|Director,Braveheart|Lethal Weapon 3|Ransom,
444,Justin Theroux,https://pro.imdb.com/name/nm0857620/graph?ref_=nm_mtr,46,5' 9",Actor|Writer|Producer,Mulholland Drive|American Psycho|The Girl on the Train,
445,Timothy Olyphant,https://pro.imdb.com/name/nm0648249/graph?ref_=nm_mtr,50,6' 0",Actor|Producer|Soundtrack,Justified|A Perfect Getaway|The Crazies,Tim Olyphant|Olyphantastic
446,Scott Speedman,https://pro.imdb.com/name/nm0005454/graph?ref_=nm_mtr,42,5' 11",Actor|Soundtrack,Underworld|The Strangers|Underworld: Evolution,
447,Richard Armitage,https://pro.imdb.com/name/nm0035514/graph?ref_=nm_mtr,,6' 2½",Actor|Soundtrack,The Hobbit: An Unexpected Journey|The Hobbit: The Battle of the Five Armies|The Hobbit: The Desolation of Smaug,
448,Michelle Pfeiffer,https://pro.imdb.com/name/nm0000201/graph?ref_=nm_mtr,60,5' 7½",Actress|Soundtrack|Producer,One Fine Day|What Lies Beneath|Dangerous Minds,Michele Pfeiffer
449,Bradley Cooper,https://pro.imdb.com/name/nm0177896/graph?ref_=nm_mtr,43,6' 1",Actor|Producer|Soundtrack,Silver Linings Playbook|American Sniper|American Hustle,Coop
450,Andrew Lincoln,https://pro.imdb.com/name/nm0511088/graph?ref_=nm_mtr,44,5' 10",Actor|Director|Soundtrack,The Walking Dead|Love Actually|Teachers,Andy
451,Maggie Siff,https://pro.imdb.com/name/nm1745019/graph?ref_=nm_mtr,43,5' 6",Actress|Soundtrack|Producer,Push|Leaves of Grass|The 5th Wave,
452,Daniel Brühl,https://pro.imdb.com/name/nm0117709/graph?ref_=nm_mtr,39,5' 9½",Actor|Producer,Good Bye Lenin!|Rush|Inglourious Basterds,Daniel Bruehl|Fredrick Zoller
453,Jamie Foxx,https://pro.imdb.com/name/nm0004937/graph?ref_=nm_mtr,50,5' 9",Actor|Producer|Writer,Django Unchained|Ray|Collateral,Eric Bishop
454,Jared Leto,https://pro.imdb.com/name/nm0001467/graph?ref_=nm_mtr,46,5' 9",Actor|Producer|Soundtrack,Dallas Buyers Club|Suicide Squad|Requiem for a Dream,Bartholomew Cubbins|30 Seconds to Mars|Thirty Seconds to Mars
455,Rob Delaney,https://pro.imdb.com/name/nm3008739/graph?ref_=nm_mtr,41,6' 3",Actor|Writer|Producer,Deadpool 2|Catastrophe|Burning Love,
456,Jack Kesy,https://pro.imdb.com/name/nm4477836/graph?ref_=nm_mtr,,6' 1¾",Actor|Producer,12 Strong|Baywatch|Death Wish,
457,George Clooney,https://pro.imdb.com/name/nm0000123/graph?ref_=nm_mtr,57,5' 11",Actor|Producer|Director,Up in the Air|The Ides of March|Syriana,Gorgeous George
458,Brandon Butler,https://pro.imdb.com/name/nm3238729/graph?ref_=nm_mtr,,,Actor,13 Reasons Why,
459,Clayne Crawford,https://pro.imdb.com/name/nm0186728/graph?ref_=nm_mtr,,6' 0",Actor|Director|Producer,A Walk to Remember|The Baytown Outlaws|Lethal Weapon,Joey Crawford|William Westhoven
460,Samuel L. Jackson,https://pro.imdb.com/name/nm0000168/graph?ref_=nm_mtr,69,6' 2½",Actor|Producer|Soundtrack,Pulp Fiction|The Hateful Eight|Snakes on a Plane,Samuel Jackson|Sam Jackson|Sam
461,Dominic West,https://pro.imdb.com/name/nm0922035/graph?ref_=nm_mtr,48,6' 0",Actor|Producer|Director,The Wire|Chicago|Punisher: War Zone,
462,Lochlyn Munro,https://pro.imdb.com/name/nm0613147/graph?ref_=nm_mtr,,5' 11",Actor|Soundtrack|Producer,Riverdale|White Chicks|Unforgiven,Locklyn Munro|Rick Munro|Lochlyn Munroe
463,Pauley Perrette,https://pro.imdb.com/name/nm0005306/graph?ref_=nm_mtr,,5' 10",Actress|Producer|Director,NCIS|Almost Famous|Superman vs. The Elite,Pauley P.|"P"
464,Jessica Walter,https://pro.imdb.com/name/nm0910055/graph?ref_=nm_mtr,77,5' 8",Actress|Soundtrack,Arrested Development|Archer|Play Misty for Me,Ross &amp; Jessica
465,Alison Doody,https://pro.imdb.com/name/nm0233145/graph?ref_=nm_mtr,51,5' 9",Actress,Indiana Jones and the Last Crusade|A View to a Kill|A Prayer for the Dying,
466,Madeline Brewer,https://pro.imdb.com/name/nm5483400/graph?ref_=nm_mtr,,5' 3",Actress|Soundtrack|Producer,The Handmaid's Tale|Hemlock Grove|Orange Is the New Black,Maddie
467,Val Kilmer,https://pro.imdb.com/name/nm0000174/graph?ref_=nm_mtr,58,5' 11¾",Actor|Soundtrack|Producer,The Doors|The Saint|Kiss Kiss Bang Bang,
468,Al Pacino,https://pro.imdb.com/name/nm0000199/graph?ref_=nm_mtr,78,5' 7",Actor|Soundtrack|Director,Serpico|The Godfather|Dog Day Afternoon,Sonny
469,Taylor Russell,https://pro.imdb.com/name/nm5347988/graph?ref_=nm_mtr,,5' 4½",Actress,Lost in Space,Taylor Russell McKenzie|Taylor McKenzie|Russ
470,Danielle Panabaker,https://pro.imdb.com/name/nm1263939/graph?ref_=nm_mtr,30,5' 7",Actress|Producer|Soundtrack,The Flash|Sky High|Friday the 13th,Grace
471,Kristen Stewart,https://pro.imdb.com/name/nm0829576/graph?ref_=nm_mtr,28,5' 5",Actress|Soundtrack|Director,Snow White and the Huntsman|The Twilight Saga: Breaking Dawn - Part 2|The Twilight Saga: Breaking Dawn - Part 1,Kris|KStew|Stew
472,Dan Stevens,https://pro.imdb.com/name/nm1405398/graph?ref_=nm_mtr,35,6' 0",Actor|Producer|Soundtrack,Downton Abbey|The Guest|Beauty and the Beast,
473,Kristen Bell,https://pro.imdb.com/name/nm0068338/graph?ref_=nm_mtr,37,5' 1",Actress|Soundtrack|Producer,Frozen|Veronica Mars|Forgetting Sarah Marshall,K-Bell|Annie|KB
474,Cobie Smulders,https://pro.imdb.com/name/nm1130627/graph?ref_=nm_mtr,36,5' 8",Actress|Soundtrack,The Avengers|Safe Haven|Avengers: Age of Ultron,
475,Anton Yelchin,https://pro.imdb.com/name/nm0947338/graph?ref_=nm_mtr,,5' 9",Actor|Soundtrack|Camera and Electrical Department,Star Trek|Green Room|Like Crazy,Anton
476,Milo Ventimiglia,https://pro.imdb.com/name/nm0893257/graph?ref_=nm_mtr,40,5' 9",Actor|Producer|Director,Heroes|Pathology|Killing Season,Mi
477,Alycia Debnam-Carey,https://pro.imdb.com/name/nm1486317/graph?ref_=nm_mtr,,5' 5",Actress,Into the Storm|Fear the Walking Dead|The Devil's Hand,Alycia Debnam Carey
478,Matilda Anna Ingrid Lutz,https://pro.imdb.com/name/nm4436761/graph?ref_=nm_mtr,,5' 6½",Actress,Rings|Summertime|L'Universale,Matilda Lutz
479,Milla Jovovich,https://pro.imdb.com/name/nm0000170/graph?ref_=nm_mtr,42,5' 8",Actress|Soundtrack|Composer,The Fifth Element|Resident Evil: Afterlife|The Fourth Kind,Milla|Milla Yovovich
480,River Phoenix,https://pro.imdb.com/name/nm0000203/graph?ref_=nm_mtr,,5' 10",Actor|Soundtrack,My Own Private Idaho|Stand by Me|The Mosquito Coast,River|Rio|Riv
481,Karen Allen,https://pro.imdb.com/name/nm0000261/graph?ref_=nm_mtr,66,5' 5",Actress|Director|Soundtrack,Raiders of the Lost Ark|Indiana Jones and the Kingdom of the Crystal Skull|Starman,
482,Sean Young,https://pro.imdb.com/name/nm0000707/graph?ref_=nm_mtr,58,5' 8",Actress|Miscellaneous Crew|Director,Blade Runner|No Way Out|Ace Ventura: Pet Detective,
483,Jennifer Morrison,https://pro.imdb.com/name/nm0607185/graph?ref_=nm_mtr,39,5' 5½",Actress|Producer|Director,House|Once Upon a Time|Star Trek,Jenny Morrison|Jen|J-mo
484,Skeet Ulrich,https://pro.imdb.com/name/nm0000240/graph?ref_=nm_mtr,48,6' 0",Actor|Director|Producer,Scream|The Craft|Into the West,Chester|Skeeter|Mosquito
485,Winona Ryder,https://pro.imdb.com/name/nm0000213/graph?ref_=nm_mtr,46,5' 3½",Actress|Producer|Soundtrack,Little Women|Girl, Interrupted|Alien: Resurrection,Wynona Ryder|Noni
486,Taylor Kitsch,https://pro.imdb.com/name/nm2018237/graph?ref_=nm_mtr,37,5' 11½",Actor|Director|Writer,X-Men Origins: Wolverine|Battleship|John Carter,
487,Elisabeth Harnois,https://pro.imdb.com/name/nm0363699/graph?ref_=nm_mtr,39,5' 4¾",Actress|Soundtrack|Miscellaneous Crew,Keith|Ten Inch Hero|Adventures in Wonderland,Elizabeth Harnois
488,Léa Seydoux,https://pro.imdb.com/name/nm2244205/graph?ref_=nm_mtr,32,5' 6",Actress|Soundtrack,Blue Is the Warmest Color|Spectre|The Grand Budapest Hotel,
489,Allison Miller,https://pro.imdb.com/name/nm1935292/graph?ref_=nm_mtr,,5' 2",Actress|Soundtrack,17 Again|Incorporated|Terra Nova,
490,Johnny Knoxville,https://pro.imdb.com/name/nm0424216/graph?ref_=nm_mtr,47,6' 1",Writer|Producer|Actor,Bad Grandpa|The Dukes of Hazzard|The Ringer,P.J. Clapp|PJ Clapp|Phillip John
491,Tom Welling,https://pro.imdb.com/name/nm0919991/graph?ref_=nm_mtr,41,6' 3",Actor|Producer|Director,Smallville|Cheaper by the Dozen|Draft Day,T. Welling
492,Alanna Ubach,https://pro.imdb.com/name/nm0005513/graph?ref_=nm_mtr,42,5' 3",Actress|Soundtrack|Producer,Girlfriends' Guide to Divorce|Meet the Fockers|Waiting...,Alana Ubach
493,Dove Cameron,https://pro.imdb.com/name/nm4874651/graph?ref_=nm_mtr,,5' 2",Actress|Music Department|Soundtrack,Descendants|Hairspray Live!|Agents of S.H.I.E.L.D.,Dovelin|Dovey|Chlo
494,Lucy Punch,https://pro.imdb.com/name/nm0700577/graph?ref_=nm_mtr,40,5' 8",Actress|Soundtrack,Into the Woods|Bad Teacher|Ella Enchanted,
495,Jessica Biel,https://pro.imdb.com/name/nm0004754/graph?ref_=nm_mtr,36,5' 7",Actress|Producer|Soundtrack,The Illusionist|Next|The Texas Chainsaw Massacre,Jesse
496,Chyler Leigh,https://pro.imdb.com/name/nm0500200/graph?ref_=nm_mtr,36,5' 6¾",Actress|Soundtrack|Producer,Not Another Teen Movie|Brake|Grey's Anatomy,
497,Aaron Taylor-Johnson,https://pro.imdb.com/name/nm1093951/graph?ref_=nm_mtr,27,5' 11",Actor|Soundtrack|Writer,Kick-Ass|Nocturnal Animals|Nowhere Boy,Aaron Johnson
498,Jennifer Love Hewitt,https://pro.imdb.com/name/nm0001349/graph?ref_=nm_mtr,39,5' 2",Actress|Producer|Soundtrack,I Know What You Did Last Summer|The Tuxedo|Heartbreakers,Jennifer 'Love' Hewitt|Jennifer Hewitt|Love Hewitt
499,Lily Collins,https://pro.imdb.com/name/nm2934314/graph?ref_=nm_mtr,29,5' 5",Actress|Soundtrack,The Mortal Instruments: City of Bones|Love, Rosie|Mirror Mirror,
500,Hart Denton,https://pro.imdb.com/name/nm7843299/graph?ref_=nm_mtr,,,Actor,Riverdale|Lethal Weapon|Fun Mom Dinner,
501,John Travolta,https://pro.imdb.com/name/nm0000237/graph?ref_=nm_mtr,64,6' 2",Actor|Soundtrack|Producer,Battlefield Earth|Face/Off|Pulp Fiction,
502,Charlyne Yi,https://pro.imdb.com/name/nm2304722/graph?ref_=nm_mtr,32,5' 3",Actress|Writer|Soundtrack,This Is 40|Knocked Up|Cloverfield,
503,Sarah Rafferty,https://pro.imdb.com/name/nm1423048/graph?ref_=nm_mtr,45,5' 9",Actress|Producer|Soundtrack,Suits|Tremors|Samantha Who?,
504,Catherine Corcoran,https://pro.imdb.com/name/nm3313554/graph?ref_=nm_mtr,26,5' 6",Actress|Makeup Department|Producer,Return to Nuke 'Em High Volume 1|Chuck|Terrifier,
505,Jimmi Simpson,https://pro.imdb.com/name/nm0801051/graph?ref_=nm_mtr,,5' 11½",Actor|Soundtrack,Date Night,Jim-ster
506,Pete Davidson,https://pro.imdb.com/name/nm0203457/graph?ref_=nm_mtr,24,6' 3",Actor|Producer|Miscellaneous Crew,Trainwreck|School Dance|Saturday Night Live,
507,Karl Urban,https://pro.imdb.com/name/nm0881631/graph?ref_=nm_mtr,45,6' 1",Actor,Star Trek|The Lord of the Rings: The Two Towers|The Lord of the Rings: The Return of the King,
508,Bryce Cass,https://pro.imdb.com/name/nm2210037/graph?ref_=nm_mtr,,5' 3",Actor,The Guardian|Battle Los Angeles|Line of Duty,
509,Tricia Helfer,https://pro.imdb.com/name/nm1065454/graph?ref_=nm_mtr,44,5' 10½",Actress|Producer|Soundtrack,Battlestar Galactica|Burn Notice|Dark Blue,
510,Emily VanCamp,https://pro.imdb.com/name/nm0885840/graph?ref_=nm_mtr,32,5' 8",Actress,Revenge|Brothers &amp; Sisters|Captain America: Civil War,Emily Van Camp|Emily Vancamp
511,Harvey Weinstein,https://pro.imdb.com/name/nm0005544/graph?ref_=nm_mtr,66,6' 0",Producer|Actor|Writer,Shakespeare in Love|The Lord of the Rings: The Fellowship of the Ring|The Great Debaters,Harvey|Harvey Scissorhands|The Punisher.
512,Mary-Louise Parker,https://pro.imdb.com/name/nm0000571/graph?ref_=nm_mtr,53,5' 7½",Actress|Soundtrack|Miscellaneous Crew,Weeds|RED|Angels in America,Mary Louise Parker|Moore and Parker
513,Denis Villeneuve,https://pro.imdb.com/name/nm0898288/graph?ref_=nm_mtr,50,5' 11¾",Director|Writer|Editor,Blade Runner 2049|Arrival|Incendies,
514,Meryl Streep,https://pro.imdb.com/name/nm0000658/graph?ref_=nm_mtr,68,5' 6",Actress|Soundtrack|Producer,Out of Africa|The Devil Wears Prada|August: Osage County,
515,Joaquin Phoenix,https://pro.imdb.com/name/nm0001618/graph?ref_=nm_mtr,43,5' 8¼",Actor|Producer|Soundtrack,Walk the Line|Her|Gladiator,Leaf Phoenix|Kitten|Joaq
516,Julia Roberts,https://pro.imdb.com/name/nm0000210/graph?ref_=nm_mtr,50,5' 8",Actress|Producer|Soundtrack,Pretty Woman|Erin Brockovich|My Best Friend's Wedding,Jules
517,Leslie Uggams,https://pro.imdb.com/name/nm0880081/graph?ref_=nm_mtr,75,5' 6",Actress|Soundtrack,Deadpool|Deadpool 2|Roots,
518,Christina Ricci,https://pro.imdb.com/name/nm0000207/graph?ref_=nm_mtr,38,5' 1",Actress|Producer|Soundtrack,Casper|Addams Family Values|Buffalo '66,Squant
519,Rosario Dawson,https://pro.imdb.com/name/nm0206257/graph?ref_=nm_mtr,39,5' 7",Actress|Producer|Soundtrack,Rent|Seven Pounds|Eagle Eye,Rosario
520,Toby Kebbell,https://pro.imdb.com/name/nm1527905/graph?ref_=nm_mtr,35,6' 2",Actor,Dawn of the Planet of the Apes|Dead Man's Shoes|Fantastic Four,
521,Lacey Chabert,https://pro.imdb.com/name/nm0000327/graph?ref_=nm_mtr,35,5' 2",Actress|Soundtrack|Producer,Mean Girls|Lost in Space|Not Another Teen Movie,Lacy Chabert|Esmeralda Belle Jané
522,Tao Okamoto,https://pro.imdb.com/name/nm5148840/graph?ref_=nm_mtr,33,5' 9¾",Actress,The Wolverine|Batman v Superman: Dawn of Justice|Hannibal,
523,David Tennant,https://pro.imdb.com/name/nm0855039/graph?ref_=nm_mtr,47,6' 1",Actor|Soundtrack|Director,Doctor Who|Jessica Jones|Fright Night,
524,Abigail Breslin,https://pro.imdb.com/name/nm1113550/graph?ref_=nm_mtr,22,5' 1",Actress|Soundtrack,Little Miss Sunshine|August: Osage County|Definitely, Maybe,Abbie
525,Kevin Costner,https://pro.imdb.com/name/nm0000126/graph?ref_=nm_mtr,63,6' 1",Actor|Producer|Soundtrack,The Postman|Robin Hood: Prince of Thieves|Dances with Wolves,
526,Lucy Liu,https://pro.imdb.com/name/nm0005154/graph?ref_=nm_mtr,49,5' 3",Actress|Director|Producer,Kill Bill: Vol. 1|Charlie's Angels|Chicago,Lucy Alexis Liu|Lucy Lui
527,Connie Nielsen,https://pro.imdb.com/name/nm0001567/graph?ref_=nm_mtr,52,5' 10½",Actress,Gladiator|One Hour Photo|Basic,Connie Inge-Lise Nielsen|Connie Nielson
528,Doug Jones,https://pro.imdb.com/name/nm0427964/graph?ref_=nm_mtr,58,6' 3½",Actor|Soundtrack|Producer,Hellboy II: The Golden Army|The Shape of Water|Pan's Labyrinth,Doug A. Jones|Dougie
529,Katherine Waterston,https://pro.imdb.com/name/nm2239702/graph?ref_=nm_mtr,,5' 11½",Actress|Producer,Inherent Vice|Fantastic Beasts and Where to Find Them|Alien: Covenant,
530,Rashida Jones,https://pro.imdb.com/name/nm0429069/graph?ref_=nm_mtr,42,5' 4",Actress|Producer|Soundtrack,Parks and Recreation|Celeste &amp; Jesse Forever|The Social Network,Rash or Rashi
531,Katie Cassidy,https://pro.imdb.com/name/nm1556320/graph?ref_=nm_mtr,,5' 7½",Actress|Soundtrack,A Nightmare on Elm Street|Click|Arrow,Bug|K
532,Elsa Pataky,https://pro.imdb.com/name/nm0665235/graph?ref_=nm_mtr,41,5' 3½",Actress|Producer|Soundtrack,Fast &amp; Furious 6|Fast Five|Snakes on a Plane,Elsa Pataki
533,Kyle Chandler,https://pro.imdb.com/name/nm0151419/graph?ref_=nm_mtr,52,6' 1",Actor|Producer|Director,Argo|Super 8|Friday Night Lights,
534,Carrie Coon,https://pro.imdb.com/name/nm4689420/graph?ref_=nm_mtr,,5' 5",Actress|Visual Effects|Producer,Gone Girl|The Post|Avengers: Infinity War,
535,Chelsea Peretti,https://pro.imdb.com/name/nm2003229/graph?ref_=nm_mtr,40,5' 6",Actress|Miscellaneous Crew|Writer,Parks and Recreation|Brooklyn Nine-Nine|Game Night,
536,Megalyn Echikunwoke,https://pro.imdb.com/name/nm0248461/graph?ref_=nm_mtr,,5' 6½",Actress|Producer|Soundtrack,House of Lies|24|That '70s Show,Megalyn E.K.|Magalyn Echikunwoke|Megalyn E.K.
537,Sterling K. Brown,https://pro.imdb.com/name/nm1250791/graph?ref_=nm_mtr,,6' 0",Actor|Soundtrack,This Is Us|American Crime Story|Army Wives,Sterling Brown
538,Amanda Schull,https://pro.imdb.com/name/nm0776040/graph?ref_=nm_mtr,,5' 5",Actress,12 Monkeys|Suits|Pretty Little Liars,Amanda Schul
539,Patrick J. Adams,https://pro.imdb.com/name/nm1140666/graph?ref_=nm_mtr,36,6' 0",Actor|Producer|Director,Suits|Old School|6 Month Rule,Patrick J Adams|Patrick Adams
540,Catherine Keener,https://pro.imdb.com/name/nm0001416/graph?ref_=nm_mtr,59,5' 8",Actress|Producer|Casting Department,Capote|Being John Malkovich|The 40-Year-Old Virgin,
541,Rosa Salazar,https://pro.imdb.com/name/nm4023073/graph?ref_=nm_mtr,32,5' 4",Actress|Director|Writer,Maze Runner: The Scorch Trials|Maze Runner: The Death Cure|Alita: Battle Angel,Rosa Bianca Salazar
542,Ellen Page,https://pro.imdb.com/name/nm0680983/graph?ref_=nm_mtr,31,5' 1",Actress|Producer|Soundtrack,Juno|Inception|Hard Candy,Ellen Philpotts Page|Ellen Philpotts-Page|The Tiny Canadian
543,Kaitlyn Dever,https://pro.imdb.com/name/nm3239803/graph?ref_=nm_mtr,21,5' 3",Actress|Soundtrack|Sound Department,Detroit|Short Term 12|Justified,
544,Aimee Garcia,https://pro.imdb.com/name/nm0305083/graph?ref_=nm_mtr,,5' 2",Actress|Producer,Dexter|RoboCop|Trauma,Amy Garcia
545,Laura Prepon,https://pro.imdb.com/name/nm0696059/graph?ref_=nm_mtr,38,5' 10",Actress|Soundtrack|Director,Orange Is the New Black|That '70s Show|Karla,Luara Prepon|Pre|Snaps
546,Armie Hammer,https://pro.imdb.com/name/nm2309517/graph?ref_=nm_mtr,31,6' 5",Actor,The Social Network|Call Me by Your Name|The Lone Ranger,Arnie Hammer
547,Lance Henriksen,https://pro.imdb.com/name/nm0000448/graph?ref_=nm_mtr,78,5' 10½",Actor|Miscellaneous Crew,Aliens|Hard Target|The Terminator,Lance Hendrickson|Lance Henricksen
548,Ben Barnes,https://pro.imdb.com/name/nm1602660/graph?ref_=nm_mtr,36,6' 0",Actor|Soundtrack,The Chronicles of Narnia: Prince Caspian|The Big Wedding|The Chronicles of Narnia: The Voyage of the Dawn Treader,Hyrise
549,Eliza Taylor,https://pro.imdb.com/name/nm1343638/graph?ref_=nm_mtr,28,5' 5",Actress|Miscellaneous Crew,The 100|Neighbours|The November Man,Eliza Cotter|Elizer Taylor|Eliza Taylor-Cotter
550,Jenny Slate,https://pro.imdb.com/name/nm2809577/graph?ref_=nm_mtr,36,5' 4",Actress|Writer|Soundtrack,Zootopia|Obvious Child|The Secret Life of Pets,
551,Raquel Welch,https://pro.imdb.com/name/nm0000079/graph?ref_=nm_mtr,77,5' 6",Actress|Soundtrack|Producer,The Three Musketeers|The Last of Sheila|Hannie Caulder,Racquel Welch|Miss Fairest of the Fair|Miss La Jolla
552,Marisol Nichols,https://pro.imdb.com/name/nm0629653/graph?ref_=nm_mtr,,5' 4",Actress|Producer,Riverdale|NCIS|Felon,
553,Scott Eastwood,https://pro.imdb.com/name/nm2207222/graph?ref_=nm_mtr,,5' 11",Actor|Producer|Miscellaneous Crew,Suicide Squad|The Fate of the Furious|The Longest Ride,Scott Reeves
554,Jane Krakowski,https://pro.imdb.com/name/nm0005105/graph?ref_=nm_mtr,49,5' 4½",Actress|Soundtrack,30 Rock|Ally McBeal|National Lampoon's Vacation,
555,Elizabeth Perkins,https://pro.imdb.com/name/nm0001610/graph?ref_=nm_mtr,57,5' 8",Actress,Weeds|Miracle on 34th Street|Big,
556,Rodrigo Santoro,https://pro.imdb.com/name/nm0763928/graph?ref_=nm_mtr,42,6' 2½",Actor|Soundtrack|Producer,300|The 33|Love Actually,
557,Haley Joel Osment,https://pro.imdb.com/name/nm0005286/graph?ref_=nm_mtr,,5' 6",Actor|Soundtrack|Producer,The Sixth Sense|A.I. Artificial Intelligence|Pay It Forward,Haley Osment|HJO
558,Jon Bernthal,https://pro.imdb.com/name/nm1256532/graph?ref_=nm_mtr,41,5' 11",Actor|Animation Department,The Wolf of Wall Street|Baby Driver|Fury,
559,Genesis Rodriguez,https://pro.imdb.com/name/nm1270009/graph?ref_=nm_mtr,30,5' 5",Actress,Man on a Ledge|Big Hero 6|Hours,Génesis Rodríguez
560,Laura Harrier,https://pro.imdb.com/name/nm5637553/graph?ref_=nm_mtr,28,5' 9½",Actress,Spider-Man: Homecoming|The Last Five Years|4th Man Out,
561,Josh Hutcherson,https://pro.imdb.com/name/nm1242688/graph?ref_=nm_mtr,25,5' 7",Actor|Producer|Soundtrack,The Hunger Games|The Hunger Games: Catching Fire|The Hunger Games: Mockingjay - Part 2,JHutch|Hutch
562,Zoë Kravitz,https://pro.imdb.com/name/nm2368789/graph?ref_=nm_mtr,29,5' 1",Actress|Soundtrack,Mad Max: Fury Road|X-Men: First Class|Divergent,Zoe Kravitz|Zoë Isabella Kravitz
563,Uma Thurman,https://pro.imdb.com/name/nm0000235/graph?ref_=nm_mtr,48,5' 11",Actress|Soundtrack|Writer,Kill Bill: Vol. 1|Kill Bill: Vol. 2|Pulp Fiction,U
564,Hugo Weaving,https://pro.imdb.com/name/nm0915989/graph?ref_=nm_mtr,58,6' 2",Actor|Soundtrack|Producer,The Lord of the Rings: The Return of the King|V for Vendetta|The Lord of the Rings: The Fellowship of the Ring,
565,Haley Bennett,https://pro.imdb.com/name/nm2247245/graph?ref_=nm_mtr,30,5' 8",Actress|Soundtrack|Producer,The Magnificent Seven|The Girl on the Train|Music and Lyrics,Halo|Hales
566,Jacinda Barrett,https://pro.imdb.com/name/nm0057150/graph?ref_=nm_mtr,,5' 10",Actress,Poseidon|Ladder 49|The Last Kiss,
567,Zulay Henao,https://pro.imdb.com/name/nm1748489/graph?ref_=nm_mtr,39,5' 5",Actress,Boy Wonder|Fighting|Takers,
568,Robin Williams,https://pro.imdb.com/name/nm0000245/graph?ref_=nm_mtr,,5' 7",Actor|Soundtrack|Writer,Mrs. Doubtfire|Good Morning, Vietnam|Good Will Hunting,Marty Fromage|Sudy Nim|Robin
569,Anna Paquin,https://pro.imdb.com/name/nm0001593/graph?ref_=nm_mtr,35,5' 4",Actress|Producer|Soundtrack,The Piano|X-Men|X-Men 2,
570,Jaimie Alexander,https://pro.imdb.com/name/nm1526352/graph?ref_=nm_mtr,34,5' 9",Actress,Thor|Thor: The Dark World|The Last Stand,Jamie Alexander|James
571,Kelly Reilly,https://pro.imdb.com/name/nm0717709/graph?ref_=nm_mtr,40,5' 6",Actress|Producer,Flight|Pride &amp; Prejudice|Eden Lake,Keilly Reilly
572,Kylie Bunbury,https://pro.imdb.com/name/nm3954896/graph?ref_=nm_mtr,29,5' 8",Actress,Pitch|Game Night|Under the Dome,
